GeneID,symbol,description,baseMean,log2FoldChange,lfcSE,pvalue,padj
AT1G05675,NA,NA,13677.173850949115,9.63601547284283,0.31390405658879844,2.468406766337819e-208,5.2572127309462866e-204
AT1G07135,NA,NA,7426.395802385405,6.959003805377847,0.23735189289815137,2.1072803675700718e-190,2.2440428634253694e-186
AT1G56240,AtPP2-B13,NA,22483.27272917487,10.47617900941323,0.3616441516756134,1.061428287615768e-185,7.535433223213542e-182
AT5G24110,ATWRKY30,member of WRKY Transcription Factor; Group III,11357.384508344074,10.629204747457084,0.380765610231802,1.9233764642449815e-172,1.0241017983872402e-168
AT5G57220,CYP81F2,"member of CYP81F, involved in glucosinolate metabolism. Mutants had impaired resistance to fungi.",19252.73408409529,8.207667546240499,0.31680907033796857,1.3178665422242127e-149,5.6135843232582565e-146
AT3G07195,NA,NA,12651.80476020544,7.096846743026408,0.27808147363680275,3.6327638340731846e-145,1.2895100689681784e-141
AT5G44070,ARA8,"Phytochelatin synthase gene confers tolerance to cadmium ions. Catalyzes phytochelatin (PC) synthesis from glutathione (GSH) in the presence of Cd2+, Zn2+, Cu2+ and Fe3+, but not by Co2+ or Ni2+.",24571.34776085055,5.833918224505339,0.2338058976004684,3.007308575525814e-138,9.149951148792682e-135
AT1G56250,AtPP2-B14,NA,13487.00983719832,11.96320090460902,0.5018670292320485,1.546741697686153e-126,4.11781308466496e-123
AT5G52750,NA,NA,2860.125321635307,7.77321522059594,0.33225501843004757,2.900881226107403e-122,6.864774261515051e-119
AT1G17147,NA,NA,2291.9455443974666,6.574414630537954,0.3031792352323416,1.0751546673740053e-105,2.2898644105731573e-102
AT2G39200,ATMLO12,"A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO6 belongs to the clade IV, with AtMLO2, AtMLO3 and AtMLO12. The gene is expressed during early seedling growth, in root tips and cotyledon vascular system, in floral organs (anthers and stigma), and in fruit abscission zone, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).",25375.55894251212,5.510395042083322,0.25753834648863444,1.0049141865381534e-102,1.9456965768081448e-99
AT2G24600,NA,NA,11566.884023570645,6.687527287448398,0.31981145922916476,1.3954608881491264e-98,2.476710499650008e-95
AT2G40140,ATSZF2,NA,8533.301766424107,4.635642130827483,0.22199624004772797,3.382683609683786e-98,5.541876578388098e-95
AT3G48650,NA,NA,1469.2296602970762,7.723203703846321,0.37350725659658646,7.2283822079291885e-96,1.0996434590319704e-92
AT5G01100,FRB1,NA,4122.37782487668,6.666492783361179,0.3252174860201155,6.752345259553845e-95,9.587429955865186e-92
AT3G11840,PUB24,Encodes a U-box-domain-containing E3 ubiquitin ligase that acts as a negative regulator of PAMP-triggered immunity.,2706.7032112203224,6.372279440730201,0.3129651926716766,1.2056172538451137e-93,1.604827267024577e-90
AT5G59550,AtRDUF2,NA,3744.483282002344,4.479766913649044,0.22117081251259685,1.5005260428671944e-92,1.879894332999147e-89
AT1G26380,AtBBE3,NA,15177.93362343921,9.964390133422574,0.4951700973550919,1.0226954071383319e-91,1.2100759322906774e-88
AT5G05190,EDR4,NA,3859.756318213258,5.015443504956828,0.24981918730681427,4.8373388862465914e-91,5.422402294698942e-88
AT2G37940,AtIPCS2,I,8731.98041382273,4.903948665482805,0.2477706575792857,1.1538876243536972e-88,1.2287749311742522e-85
AT1G07160,NA,NA,3956.731748622085,10.460607869854792,0.5281528991703063,2.598004905379887e-87,2.6348718321324213e-84
AT4G24570,DIC2,"Encodes one of the mitochondrial dicarboxylate carriers (DIC): DIC1 (AT2G22500), DIC2 (AT4G24570), DIC3 (AT5G09470).",9190.865192397918,6.6162980552479755,0.3372174811129748,3.0189413755071713e-87,2.9226097007068974e-84
AT1G09940,HEMA2,Encodes glutamyl-tRNA reductase. Involved in heme biosynthesis in non-photosynthetic tissues and induced by oxidative stress in photosynthetic tissues to supply heme for defensive hemoproteins,11724.784750768273,4.774655733502058,0.2432178991161386,4.620908567715619e-87,4.278961333704664e-84
AT2G33710,NA,encodes a member of the ERF (ethylene response factor) subfamily B-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily.,1923.6092516613708,5.450343148442187,0.2791397098505914,2.6543400337833673e-86,2.3555055849799225e-83
AT1G07000,ATEXO70B2,"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree.",9597.719079083176,5.343687898432009,0.27553870012262704,2.841818768607829e-85,2.4210022453523812e-82
AT5G41740,NA,NA,3336.5017814805583,5.1688902228683675,0.2696629924643398,2.2964266801708917e-83,1.8811267474722942e-80
AT5G43420,ATL16,NA,1401.492864175086,6.2017244463549215,0.3232719828781907,3.2526366565426914e-83,2.565727981890601e-80
AT4G17490,ATERF6,"Encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family (ATERF-6). The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5.",4954.15946371427,5.123222960234995,0.2680484513266275,7.575252283450537e-83,5.76206154046177e-80
AT5G35735,NA,NA,25430.744405904716,6.9906337242057015,0.36834846587939835,5.611676051857689e-82,4.121292294912588e-79
AT3G55980,ATSZF1,NA,10489.499041396522,5.0190648858624405,0.2645734408711621,1.346941202720947e-81,9.562384578516908e-79
AT5G14700,NA,NA,2119.9140933967788,7.424769174336588,0.398318894857525,7.309364382896418e-79,5.0217691169976737e-76
AT1G74360,GRACE,NA,2646.389975443341,5.595913992180834,0.302655036435867,8.607267599364769e-78,5.555078343371844e-75
AT4G21390,B120,NA,2486.0037155539244,6.141714369035458,0.3321208624675895,8.578306227803705e-78,5.555078343371844e-75
AT3G55950,ATCRR3,NA,1930.5389674252376,4.921628961679675,0.2680182314728962,1.100380609744879e-76,6.892913595984243e-74
AT3G15518,NA,NA,2262.9855764852296,7.79051620762949,0.4282636058447797,1.9641779009018706e-75,1.195230312383087e-72
AT4G29780,NA,NA,4265.719936806631,5.283188866398606,0.29168199987327614,9.906653372004856e-75,5.860886208804429e-72
AT1G51700,ADOF1,Encodes dof zinc finger protein (adof1).,2495.135013657124,4.3552528077848995,0.24084875505981315,2.116360164313144e-74,1.2182226697173337e-71
AT5G27420,ATL31,"Encodes CNI1 (Carbon/Nitrogen Insensitive1) (also named as ATL31), a RING type ubiquitin ligase that functions in the Carbon/Nitrogen response for growth phase transition in Arabidopsis seedlings.",6619.889984314059,6.092990579946222,0.33969834015170414,2.3407920607113553e-73,1.3119523502376435e-70
AT5G41680,NA,NA,720.6334255540943,6.310443924430766,0.3526300648879698,1.280240395246298e-72,6.991425625116835e-70
AT2G47140,AtSDR5,NA,2412.532080425982,6.762518024475056,0.3792247338568343,1.4287637380951371e-72,7.607452523487559e-70
AT4G31550,ATWRKY11,member of WRKY Transcription Factor; Group II-d; negative regulator of basal resistance to Pseudomonas syringae.,17491.573903492346,4.632225525033676,0.25890375200322524,1.8066440662308656e-72,9.384854956728044e-70
AT3G25610,ALA10,NA,4338.403663096885,5.315747234917248,0.29947621050004325,6.393794454226243e-72,3.2422627210978694e-69
AT1G03370,NA,NA,6978.009452693254,4.087630804147099,0.2300767405395127,6.884176657603965e-72,3.4097487082244006e-69
AT5G28610,NA,NA,822.3144528087114,6.249372526849094,0.35620317329313733,4.364408109034184e-70,2.1125719069593195e-67
AT5G46080,NA,NA,1577.6031841269632,5.598202017228087,0.31982635277147214,4.7228411438695113e-70,2.2352682373807302e-67
AT3G47820,PUB39,NA,1684.7685515872222,4.282322542079477,0.24551087052407947,1.9643798337050323e-69,9.0950786300543e-67
AT3G02840,NA,NA,4704.350061677639,10.798211431622516,0.61669484185736545,3.3692383169135227e-69,1.5267667590132812e-66
AT4G14450,PH1,NA,1524.920081116028,8.073710823605463,0.4673617266545933,5.633900165503213e-68,2.499808452601822e-65
AT1G29690,CAD1,"Encodes a protein containing a domain with significant homology to the MACPF (membrane attack complex and perforin) domain of complements and perforin proteins that are involved in innate immunity in animals. Transgenic <i>cad1-1</i> mutant plants show lesions seen in the hypersensitive response, as well as a spontaneous activation of expression of pathogenesis-related genes and leading to a 32-fold increase in salicylic acid (SA). CAD1 is postulated to act as a negative regulator controlling SA-mediated pathway of programmed cell death in plant immunity.",4101.893988376272,4.072611853384518,0.23623855545025155,6.3440268293615774e-68,2.7023016682348577e-65
AT3G21070,ATNADK-1,Encodes a protein with NAD(H) kinase activity.,15320.931030698704,5.293200314215378,0.30725940701258736,6.219603658449367e-68,2.7023016682348577e-65
AT4G22710,CYP706A2,member of CYP706A,14801.987454217004,8.68980321528128,0.5064663833902951,1.0324051293162784e-67,4.311404792976098e-65
AT4G21920,NA,NA,948.576725422098,7.976955494989727,0.4627230200414811,3.4205958335938806e-67,1.4009971166131244e-64
AT1G18390,LRK10L1.1,NA,4657.1110763949855,4.019452916675314,0.23465277201528412,4.247149483193035e-67,1.706713013076326e-64
AT4G15417,ATRTL1,NA,693.0993633613346,6.586522690053107,0.3847986518655208,1.0094338271520584e-66,3.981281787163803e-64
AT1G30370,DLAH,NA,591.8078113941377,5.9660749407808,0.34903123936974983,1.4244007489057274e-66,5.5157976636716697e-64
AT3G56880,NA,NA,5417.452473150719,3.787022843479672,0.22251874220400333,3.2189641037788864e-66,1.2242410264693342e-63
AT2G32030,NA,NA,1199.364757293378,5.656020632679874,0.33365704737659296,6.801844482179807e-66,2.5415032242362375e-63
AT3G02800,AtPFA-DSP3,NA,1699.2513271052296,6.582361022208046,0.3905970419834323,4.024836170859141e-65,1.4779475994303102e-62
AT3G09830,PBL39,NA,3289.0661049219775,5.362591111469371,0.3194171486124435,1.0574096012206578e-64,3.817069438440266e-62
AT4G37640,ACA2,Encodes a calmodulin-regulated Ca(2+)-pump located in the endoplasmic reticulum.  Belongs to plant 2B ATPase's with an N-terminal autoinhibitor.,8234.41870270208,4.804463179892611,0.28759091579132806,5.1779550758787155e-64,1.8380014534344146e-61
AT1G21120,IGMT2,NA,19359.377832198552,8.93166697286438,0.536848183268409,7.76460269063806e-64,2.7109919361509737e-61
AT3G11820,AT-SYR1,"Encodes a syntaxin localized at the plasma membrane (SYR1, Syntaxin Related Protein 1, also known as SYP121, PENETRATION1/PEN1).  SYR1/PEN1 is a member of the SNARE superfamily proteins.  SNARE proteins are involved in cell signaling, vesicle traffic, growth and development.  SYR1/PEN1 functions in positioning anchoring of the KAT1 K+ channel protein at the plasma membrane. Transcription is upregulated by abscisic acid, suggesting a role in ABA signaling.  Also functions in non-host resistance against barley powdery mildew, Blumeria graminis sp. hordei.  SYR1/PEN1 is a nonessential component of the preinvasive resistance against Colletotrichum fungus. Required for mlo resistance.",15496.209246888968,4.757350201246224,0.2860114615917821,1.6423809937000145e-63,5.641843613519824e-61
AT4G39670,GLTP,NA,1311.807331485328,6.316127942469337,0.3806539552914659,2.979260360489932e-63,1.0071791612335644e-60
AT4G01750,RGXT2,"Encodes a protein with UDP-xylose-dependent xylosyltransferase activity, which transfers Xyl onto L-fucose and (albeit less efficiently) L-arabinose. The linkage to L-fucose was shown to be preferentially to the <i>O</i>-4 position. Analysis of mutant containing T-DNA insertion in this gene indicate that the RGXT2 protein might be involved in the synthesis of the &alpha;-D-Xyl-(1,3)-&alpha;-L-Fuc-(1,4)-L-Rha structure in pectic rhamnogalacturonan II.",4847.526477435175,5.06545351682781,0.30529734279538373,3.157657032149575e-63,1.0508090542300258e-60
AT3G12910,NA,NA,3351.906903076043,10.54662895088063,0.6320919442334452,6.294968898654299e-63,2.0626191939006035e-60
AT5G01542,NA,NA,3809.822761510121,6.320859236607133,0.38327165693798926,1.2464568810190914e-62,4.022278583627971e-60
AT2G36770,NA,NA,561.5573937441434,6.442703768045931,0.3961495387490592,2.2510828453108655e-60,7.155755587974749e-58
AT1G03220,SAP2,NA,41577.88892961928,4.312299649419527,0.26798815500812817,2.307108929101661e-59,7.22600087823635e-57
AT3G28850,NA,NA,1256.5421816323096,4.610108854189825,0.28796916629724567,4.425234510763391e-59,1.3659223856556333e-56
AT5G64310,AGP1,Encodes arabinogalactan-protein (AGP1).,4781.458667952814,4.588260899397308,0.2864521536780934,5.849669356030085e-59,1.7798036849246965e-56
AT2G15390,atfut4,"Predicted fucosyltransferase, based on similarity to FUT1, but not functionally redundant with FUT1.",4080.2494220832505,4.774911820836697,0.3000256770234266,2.0257307047523454e-58,6.0766214858895e-56
AT4G39230,AtPCBER1,"encodes a protein whose sequence is similar to phenylcoumaran benzylic ether reductase (PCBER), which catalyzes NADPH-dependent reduction of 8-5' linked lignans such as dehydrodiconiferyl alcohol to give isodihydrodehydrodiconiferyl alcohol.",1792.322868136289,4.461784053128516,0.28223843658779174,9.715823313739342e-58,2.8739945130002846e-55
AT5G49520,ATWRKY48,"Encodes WRKY48, a member of the WRKY Transcription Factor. WRKY48 is a stress- and pathogen-induced transcriptional activator that represses plant basal defense.",3018.314432993285,4.584239234832224,0.2898725886505479,1.0711845848917633e-57,3.1252177108253115e-55
AT1G14540,PER4,NA,23847.4350120238,9.21457998552726,0.5847350229232211,1.0987810489718424e-57,3.1624106460813918e-55
AT5G59730,ATEXO70H7,"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree.",7961.033155845576,4.468785029919035,0.2849098092840224,8.60356177320782e-57,2.4431821152770686e-54
AT4G33050,AtIQM1,NA,25701.82017424557,5.8981131939630735,0.3755742074572032,8.763641203760372e-57,2.4558951362853735e-54
AT4G15975,ATL17,NA,3044.308553428672,9.12519852786658,0.5852486467140698,2.6056132971939096e-56,7.207058701770895e-54
AT5G64905,PROPEP3,NA,4375.821626213391,11.45052074248222,0.7258955235365726,3.1665202577935213e-56,8.646224160318772e-54
AT4G14365,XBAT34,NA,9551.335304662409,6.704313390919647,0.4312380283689776,4.5080408445559345e-56,1.2153449861690163e-53
AT2G20562,TAX2,NA,581.9448923734241,5.729638315642454,0.3673329858463223,4.583579871066772e-56,1.2202635511747514e-53
AT1G76600,NA,NA,4050.360078435856,4.751658918040745,0.30544641510568543,5.751963509432867e-56,1.5124113435049528e-53
AT4G14370,NA,NA,1339.9903680981788,5.425725217582301,0.3510881977537835,2.807208087685117e-55,7.291209494087515e-53
AT2G25735,NA,NA,3396.272213268376,5.658559196843683,0.36698510354135744,4.2766379468850115e-55,1.0973956023223734e-52
AT5G47910,ATRBOHD,NADPH/respiratory burst oxidase protein D (RbohD).Interacts with AtrbohF gene to fine tune the spatial control of ROI production and hypersensitive response to cell in and around infection site.,11058.290611949393,4.2720931742717925,0.27704261425439014,5.6954712477888494e-55,1.4440731742310344e-52
AT1G61560,ATMLO6,"A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO6 belongs to the clade IV, with AtMLO2, AtMLO3 and AtMLO12. The gene is expressed during early seedling growth, in roots and lateral root primordia, in flower and fruit abscission zone, in vascular system of cotyledons, young leaves and petals, in mature rosette leaves, in anthers, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).",4238.247709615076,4.923008045284547,0.3196274904805383,6.1876855628673795e-55,1.5504156131523467e-52
AT1G24140,AT3-MMP,NA,926.0376095600122,7.739684308060904,0.5002086245285788,7.155849512196036e-55,1.772154452450595e-52
AT1G71520,NA,"encodes a member of the DREB subfamily A-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 16 members in this subfamily including RAP2.1, RAP2.9 and RAP2.10.",2354.126037358916,10.563693958193722,0.6783020476182031,7.440666839850312e-55,1.8215094523578387e-52
AT5G09800,NA,NA,672.1609512264829,7.002096185052353,0.45347088372814914,1.0004965542849747e-54,2.4214290469501583e-52
AT1G72520,ATLOX4,NA,12423.038868818265,8.560658379891308,0.5592179441665706,1.3715113069814089e-54,3.282072788324725e-52
AT4G01010,ATCNGC13,member of Cyclic nucleotide gated channel family,1679.9965172108286,4.400501069449758,0.28674749393098925,1.5851974660694858e-54,3.751281736927546e-52
AT4G39830,AO,NA,2032.054788402066,5.823056770377904,0.3811112801694712,3.53745024908049e-54,8.279188506034756e-52
AT3G50930,AtBCS1,NA,2628.8017403324684,5.4815820144571425,0.36011949011802075,8.824715610666207e-54,2.0429216638692268e-51
AT1G19020,NA,NA,16442.47865092409,7.865357384848976,0.5205480036086954,3.6788368793499715e-53,8.42493202756943e-51
AT2G37430,ZAT11,NA,2912.656293881605,9.301591030243491,0.6150348800934704,4.6256391547741445e-53,1.0480517310465928e-50
AT2G15480,UGT73B5,NA,2552.7681709755107,4.692633832668203,0.3115854291247731,1.236675130918114e-52,2.772495467188842e-50
AT3G52520,NA,NA,2432.2348511592772,5.476454043335573,0.3638414991152892,1.2729463901002643e-52,2.82384578770428e-50
AT4G39580,NA,NA,734.2225178854183,5.2454289464693815,0.3476174582042376,1.2860974805489491e-52,2.82384578770428e-50
AT5G28630,NA,NA,3087.222476741782,5.113065371103139,0.3397435341111249,1.4110986639526963e-52,3.0666917698841356e-50
AT3G54150,EFD,NA,4790.10373895845,7.858722154990358,0.5239841645509178,1.954069126191179e-52,4.203814570668661e-50
AT1G24150,ATFH4,Encodes a group I formin. Localized to cell junctions. Polymerizes actin. Binds profilin.,3993.1886550175495,4.869760648842506,0.3258669750306442,6.734037215728877e-52,1.4342152462059365e-49
AT5G41750,NA,NA,2248.5604264777,5.932525217886136,0.3978740398045727,8.030114112952748e-52,1.6933204987887884e-49
AT1G69890,NA,NA,3791.014827677664,3.958883541264878,0.2642689186734529,8.565615913504144e-52,1.7885341933903063e-49
AT4G30210,AR2,Encodes NADPH-cytochrome P450 reductase that catalyzes the first oxidative step of the phenylpropanoid general pathway.,52460.08077610444,4.499065978819478,0.3014487030127167,9.706257602763888e-52,2.0070279070258767e-49
AT5G25930,NA,NA,3152.4469222292746,5.346347091849529,0.3593104976964146,1.668406260130791e-51,3.41670351233323e-49
AT5G39020,MDS3,NA,981.7919944027176,4.457729387810348,0.29973554815596626,2.3998432126321265e-51,4.867796261203717e-49
AT5G54860,NA,NA,1549.4352990596751,4.827609656964111,0.32577835573826325,4.657557727515099e-51,9.358175894397789e-49
AT3G52400,ATSYP122,"syntaxin protein, involved in the negative regulation of defense pathways such as programmed cell death, salicylic acid signalling pathway, jasmonic acid signalling pathway",14132.752081338149,5.120555560635192,0.3508242118577081,8.644580863077049e-50,1.7206755441291124e-47
AT4G36500,NA,NA,13182.456977836937,5.665997066824667,0.3887261778336347,1.2502928616332829e-49,2.4656238302838574e-47
AT5G39670,CML46,NA,548.7364117816916,4.830848252910763,0.3318278965034796,3.005701460077872e-49,5.872975201535642e-47
AT3G21520,AtDMP1,NA,745.5004100824013,5.902722197239391,0.4074127881183944,5.556490801537497e-49,1.075837646283142e-46
AT1G21110,IGMT3,NA,16999.694617119476,7.511614917678893,0.5210661497074955,1.1040874008966239e-48,2.1184552670537205e-46
AT3G08720,ATPK19,"Encodes a ribosomal-protein S6 kinase. Gene expression is induced by cold and salt (NaCl).  Activation of AtS6k is regulated by 1-naphthylacetic acid and kinetin, at least in part, via a lipid kinase-dependent pathway. Phosphorylates specifically mammalian and plant S6 at 25 degrees C but not at 37 degrees C. Involved in translational up-regulation of ribosomal proteins.",4367.582609586661,4.256643398216938,0.2945793583878488,1.2636433058372376e-48,2.402953136403704e-46
AT5G54710,NA,NA,11511.41139577372,4.817320099783479,0.33482171107460723,2.3353810263921086e-48,4.4016765575308965e-46
AT3G46110,AuxRP3,NA,878.4056451960324,5.347777191160823,0.3718544430153489,2.7533659109346515e-48,5.1439637869373884e-46
AT5G48530,NA,NA,951.4468587769686,3.785468665432536,0.26400237566559787,7.160748038141714e-48,1.3261705366638457e-45
AT1G16130,WAKL2,wall-associated kinase like,3249.027004047098,3.686568587382689,0.2575862547639606,8.23990244929653e-48,1.5128745031475652e-45
AT1G01560,ATMPK11,member of MAP Kinase,1467.270828451278,9.070694124104593,0.6316138050904735,1.418133443803709e-47,2.5814876996693497e-45
AT1G28380,NSL1,"This gene is predicted to encode a protein involved in negatively regulating salicylic acid-related defense responses and cell death programs. nsl1 mutants develop necrotic lesions spontaneously and show other features of a defense response, such as higher levels of SA and disease resistance-related transcripts, in the absence of a biotic stimulus. The NSL1 protein is predicted to have a MACPF domain, found in proteins that form a transmembrane pore in mammalian immune responses. NSL1 transcript levels do not appear to change in response to biotic stresses, but are elevated by cycloheximide in seedlings, and by sodium chloride in roots.",9620.373236154304,3.9593505483943225,0.27661125129732994,2.484174448183365e-47,4.4599776993336634e-45
AT5G52760,NA,NA,684.1171439450894,7.8565278734531825,0.5488167916820033,2.491958616868747e-47,4.4599776993336634e-45
AT1G69900,NA,NA,5254.798995814444,4.808795163438161,0.3389409900520441,4.355152313826218e-47,7.729669498322567e-45
AT1G59590,ZCF37,"ZCF37 mRNA, complete cds",1538.5313958880802,3.1991199931116414,0.22536699262639323,6.788812444664567e-47,1.194943202036909e-44
AT3G01830,NA,NA,1687.3346346656856,9.720471597814996,0.6847845611477438,3.384995202536167e-46,5.90931375603404e-44
AT4G23270,CRK19,Encodes a cysteine-rich receptor-like protein kinase.,6407.90614826385,3.50420840535089,0.2492058185914137,4.638613700010468e-46,8.031967039253897e-44
AT2G20960,pEARLI4,NA,25336.87838362864,4.25374213725473,0.30365257823972097,4.983641724034994e-46,8.559806567620749e-44
AT2G38470,ATWRKY33,Member of the plant WRKY transcription factor family.  Regulates the antagonistic relationship between defense pathways mediating responses to P. syringae and necrotrophic fungal pathogens.  Located in nucleus. Involved in response to various abiotic stresses - especially salt stress.,23825.251352797008,5.451706410287802,0.3877873307119209,5.293144798445171e-46,9.01867183338282e-44
AT5G01550,LecRK-VI.3,"Encodes LecRKA4.2, a member of the lectin receptor kinase subfamily A4 (LecRKA4.1 At5g01540; LecRKA4.2 At5g01550; LecRKA4.3 At5g01560).  Together with other members of the subfamily, functions redundantly in the negative regulation of ABA response in seed germination.",1209.275019926625,6.365642201515054,0.45704158387797345,1.2614327250550585e-45,2.132221760176399e-43
AT2G31880,EVR,Encodes a putative leucine rich repeat transmembrane protein that is expressed in response to Pseudomonas syringae. Expression of SRRLK may be required for silencing via lsiRNAs.  Regulates cell death and innate immunity.,11546.88818202044,3.893545156140344,0.2791051793890385,1.6339158340801026e-45,2.740089719231341e-43
AT5G48380,BIR1,"Encodes a BAK1-interacting receptor-like kinase named BIR1.  Negatively regulates multiple plant resistance signaling pathways, one of which is the SOBIR1(AT2G31880)-dependent pathway.",9337.593410910613,4.160428808370666,0.2984897211173938,1.8476154208285298e-45,3.074258846312971e-43
AT4G11470,CRK31,Encodes a cysteine-rich receptor-like protein kinase.,712.98489698146,8.150072260143284,0.5810572725412109,2.3302693811212378e-45,3.847292812334893e-43
AT2G35930,AtPUB23,Encodes a cytoplasmically localized U-box domain containing E3 ubiquitin ligase that is involved in the response to water stress and acts as a negative regulator of PAMP-triggered immunity.,24620.93768922872,5.588637113095315,0.4014041937222038,3.0215995344625353e-45,4.9503097603833125e-43
AT1G51820,SIF4,NA,5172.0993767863765,5.027354288731831,0.36326537950292,5.5219346027631216e-45,8.977569707606789e-43
AT4G26200,ACCS7,"Member of a family of proteins in Arabidopsis that encode 1-Amino-cyclopropane-1-carboxylate synthase, an enzyme involved in ethylene biosynthesis. Not expressed in response to IAA.",3113.5482225071537,4.252260259453852,0.3069741850873549,5.779948992093014e-45,9.325860123757347e-43
AT1G16150,WAKL4,"Encodes a cell-wall associated kinase like protein of the receptor-like kinase (RLK) superfamily.  Likely involved in Arabidopsis root mineral responses to Zn2+, Cu2+, K+, Na+ and Ni+.",2239.379154856779,5.544809652475104,0.4025374037971773,1.139950885243714e-44,1.8254642070617006e-42
AT4G15233,ABCG42,NA,4790.277772362655,3.3914627544103357,0.2467437517095603,2.3195429763479604e-44,3.6866885306163324e-42
AT4G23220,CRK14,Encodes a cysteine-rich receptor-like protein kinase.,1704.660913396512,6.649629093323009,0.4868771213918173,5.343054680795216e-44,8.429361377153814e-42
AT3G29000,NA,NA,1063.0910472758785,7.689731303313681,0.563261878066261,7.992070015242078e-44,1.2515816704751892e-41
AT2G33110,ATVAMP723,member of VAMP72 Gene Family,604.1066110467677,4.822522955530115,0.35417595417871056,1.6490401395680584e-43,2.563595393614636e-41
AT4G02200,NA,NA,2017.8958806465048,3.5073361273781827,0.2575976215078666,1.9531632190312687e-43,3.0143819013715907e-41
AT2G22500,ATPUMP5,"Encodes one of the mitochondrial dicarboxylate carriers (DIC): DIC1 (AT2G22500), DIC2 (AT4G24570), DIC3 (AT5G09470).",9081.60987643068,6.4725790917416095,0.47776528552824427,2.275491723567323e-43,3.4865771747148807e-41
AT3G59080,NA,NA,2078.2212321140305,3.8808086295138104,0.2859285607299251,3.0105480070871576e-43,4.5799036753530204e-41
AT1G56140,NA,NA,4685.039892823103,3.730138911064454,0.2738944467652315,3.153268694999118e-43,4.763001181992286e-41
AT2G23320,AtWRKY15,Encodes WRKY DNA-binding protein 15 (WRKY15).,11265.625385725194,3.5008325278372423,0.2587764248026171,6.715261531619684e-43,1.00719464859462e-40
AT5G61560,NA,NA,4471.772363868397,4.277459140336694,0.3173080320688589,1.0753904048005883e-42,1.601654884016988e-40
AT2G40180,ATHPP2C5,"Encodes PP2C5, a member of the PP2C family phosphatases.  PP2C5 acts as a MAPK phosphatase that positively regulates seed germination, stomatal closure and ABA-inducible gene expression.",458.0296442079904,4.956272868402277,0.36814362897239455,1.2502703397668694e-42,1.84918456224686e-40
AT1G01340,ACBK1,member of Cyclic nucleotide gated channel family,1433.1330700387382,3.5752634823067933,0.2655658871834654,1.5534214014043326e-42,2.281708207386861e-40
AT5G48657,NA,NA,5313.738558087169,4.4627172013239385,0.33237003322618786,1.8204513173158186e-42,2.655614531246049e-40
AT4G23170,CRK9,"Induced in response to Salicylic acid.Similar to receptor-like kinase 4 and 5. NPR1, a known positive regulator of the SA signaling pathway is responsible for the SA-dependent induction and constitutive repression of EP1 gene's basal expression.",3822.247736727761,6.100920768694939,0.4561664537694825,2.60453517130434e-42,3.773563950914274e-40
AT1G30755,PSI2,NA,4644.80117113878,5.497348953400666,0.4116350890380369,3.197146218220267e-42,4.5699879299097485e-40
AT1G58420,NA,NA,1265.73339342608,7.939321475985564,0.5930601419890492,3.176470907271052e-42,4.5699879299097485e-40
AT1G16670,CRPK1,NA,2786.5816995481937,4.123207858094275,0.30871410645349784,5.1901865295721454e-42,7.369372847121837e-40
AT5G56960,NA,NA,1278.58595911597,10.44734759313284,0.7609397524962226,8.520086558591419e-42,1.2017271756614574e-39
AT2G36220,NA,NA,5294.139393057529,2.9068490734456054,0.2178807295115794,1.0338554551202266e-41,1.44862193968096e-39
AT2G44490,BGLU26,Encodes a glycosyl hydrolase that localizes to peroxisomes and acts as a component of an inducible preinvasion resistance mechanism. Required for mlo resistance.,46529.40391800581,4.336100878215116,0.3258688834962153,1.5635336769661673e-41,2.1764797550343425e-39
AT2G29100,ATGLR2.9,member of Putative ligand-gated ion channel subunit family,824.2855386586841,9.47545851378983,0.6975447850788806,2.0716758741146457e-41,2.8651008290190734e-39
